,Accession,Submitters,Species,Segment,Geo_Location,Isolation_Source,Collection_Date,date,dayofyear,week,lat,long,lengthofday
7106,GU131928,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2008,2008-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7107,GU131929,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2008,2008-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7108,GU131930,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2008,2008-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7109,GU131931,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2008,2008-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7110,GU131932,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2008,2008-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7111,GU131933,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2006,2006-01-01,1.0,52,46.740713,-87.647606,9.774827817202528
7112,GU131934,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2007,2007-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7113,GU131935,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2007,2007-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7114,GU131936,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2007,2007-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7115,GU131937,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2007,2007-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7116,GU131938,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2007,2007-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7117,GU131939,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2007,2007-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7118,GU131940,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2007,2007-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7119,GU131941,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2007,2007-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7120,GU131942,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2007,2007-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7121,GU131943,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2007,2007-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7122,GU131944,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2007,2007-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7123,GU131945,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2007,2007-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7124,GU131946,"Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Veasna,D., Sivuth,O., Vong,S., Reynes,J.-M., Chantha,N., Socheat,D., Nusbaum,C., Buchy,P., Birren,B.",Dengue virus,,Cambodia: KCH,,2008,2008-01-01,1.0,1,46.740713,-87.647606,9.774827817202528
7125,GU131955,"Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Castaneda,J.R., Nusbaum,C., Bosch,I., Birren,B.",Dengue virus,,Mexico: Quintana Roo,blood,2004,2004-01-01,1.0,1,19.6666671,-88.5000001,11.75832902146928
7126,FJ469907,"Lee,K.S., Lo,S.C., Tan,S.Y., Lai,Y.L., Punzalan,M., Ng,L.C.",Dengue virus,,Singapore,,2003,2003-01-01,1.0,1,1.357107,103.8194992,12.793305564947865
7127,FJ469908,"Lee,K.S., Lo,S.C., Tan,S.Y., Lai,Y.L., Punzalan,M., Ng,L.C.",Dengue virus,,Singapore,,2003,2003-01-01,1.0,1,1.357107,103.8194992,12.793305564947865
7128,FJ469909,"Lee,K.S., Lo,S.C., Tan,S.Y., Lai,Y.L., Punzalan,M., Ng,L.C.",Dengue virus,,Singapore,,2003,2003-01-01,1.0,1,1.357107,103.8194992,12.793305564947865
7129,EU932687,"Henn,M.R., Schmidt,D., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Lander,E., Galagan,J., Nusbaum,C., Bosch,I., Birren,B.",Dengue virus,,Venezuela: Aragua,blood,2007,2007-01-01,1.0,1,10.0,-67.166667,12.30787898839913
7130,EU932688,"Henn,M.R., Schmidt,D., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Lander,E., Galagan,J., Nusbaum,C., Bosch,I., Birren,B.",Dengue virus,,Venezuela: Aragua,,2007,2007-01-01,1.0,1,10.0,-67.166667,12.30787898839913
7131,GQ868497,"Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.",Dengue virus,,Mexico: Yucatan,,2006,2006-01-01,1.0,52,20.6845957,-88.8755669,11.698644421058422
7132,GQ868498,"Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.",Dengue virus,,Mexico: Yucatan,,2006,2006-01-01,1.0,52,20.6845957,-88.8755669,11.698644421058422
7133,GQ868499,"Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.",Dengue virus,,Mexico: Quintana Roo,,2006,2006-01-01,1.0,52,19.6666671,-88.5000001,11.75832902146928
7134,GQ868500,"Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.",Dengue virus,,Mexico: Yucatan,,2007,2007-01-01,1.0,1,20.6845957,-88.8755669,11.698644421058422
7135,GQ868501,"Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.",Dengue virus,,Mexico: Yucatan,,2007,2007-01-01,1.0,1,20.6845957,-88.8755669,11.698644421058422
7136,GQ868502,"Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.",Dengue virus,,Mexico: Yucatan,,2007,2007-01-01,1.0,1,20.6845957,-88.8755669,11.698644421058422
7137,GQ868503,"Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.",Dengue virus,,Mexico: Yucatan,,2007,2007-01-01,1.0,1,20.6845957,-88.8755669,11.698644421058422
7138,GQ868504,"Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.",Dengue virus,,Mexico: Yucatan,,2007,2007-01-01,1.0,1,20.6845957,-88.8755669,11.698644421058422
7139,GQ868505,"Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.",Dengue virus,,Mexico: Yucatan,,2007,2007-01-01,1.0,1,20.6845957,-88.8755669,11.698644421058422
7140,GQ868506,"Henn,M.R., Schmidt,D., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Comach,G., De Bosch,N., Rothman,A., Lorono-Pino,M.A., Farfan-Ale,J.A., Diaz,F., Garcia-Rejon,J.E., Eisen,L., Beaty,B.J., Nusbaum,C., Bosch,I., Birren,B.",Dengue virus,,Mexico: Yucatan,,2007,2007-01-01,1.0,1,20.6845957,-88.8755669,11.698644421058422
